country,state_territory,region,city_area,shop_name,website,email,address,explicitly_states_scuba,meets_final4,source_urls,google_maps_url,google_rating,google_reviews_count,google_reviews_link,tripadvisor_rating,tripadvisor_reviews_count,tripadvisor_url,last_review_check_utc,TripAdvisor_url,Google_reviews_url,TripAdvisor_exact
Egypt,Red Sea Governorate,Hurghada — Red Sea (Liveaboard Fleet),Hurghada New Marina (B6),Royal Evolution (Liveaboard),https://royalevolution.com/,info@royalevolution.com,"Hurghada New Marina, Building B6, Apt 202, P.O. Box 395, Hurghada, Red Sea, Egypt",True,True,https://royalevolution.com/contacts/ | https://royalevolution.com/,https://www.google.com/maps/search/?api=1&query=Royal%20Evolution%20%28Liveaboard%29%20Hurghada%20New%20Marina%20%28B6%29%20Red%20Sea%20Governorate%20Egypt,,,https://www.google.com/maps/search/?api=1&query=Royal%20Evolution%20%28Liveaboard%29%20Hurghada%20New%20Marina%20%28B6%29%20Red%20Sea%20Governorate%20Egypt,,,https://www.tripadvisor.com/Search?q=Royal%20Evolution%20%28Liveaboard%29%20Hurghada%20New%20Marina%20%28B6%29%20Red%20Sea%20Governorate%20Egypt,2025-08-17T00:00:00Z,,https://www.google.com/maps/search/?api=1&query=+,False
Egypt,Red Sea Governorate,Hurghada — Red Sea (Liveaboard Fleet),Hurghada New Marina (C3),Sea Serpent Fleet (Liveaboard),https://www.seaserpentfleet.com/,info@seaserpentfleet.com,"New Marina, Building C3, Apt 301, PO Box 226, Hurghada 84515, Red Sea, Egypt",True,True,https://www.seaserpentfleet.com/contact-us | https://www.seaserpentfleet.com/about-us,https://www.google.com/maps/search/?api=1&query=Sea%20Serpent%20Fleet%20%28Liveaboard%29%20Hurghada%20New%20Marina%20%28C3%29%20Red%20Sea%20Governorate%20Egypt,,,https://www.google.com/maps/search/?api=1&query=Sea%20Serpent%20Fleet%20%28Liveaboard%29%20Hurghada%20New%20Marina%20%28C3%29%20Red%20Sea%20Governorate%20Egypt,,,https://www.tripadvisor.com/Search?q=Sea%20Serpent%20Fleet%20%28Liveaboard%29%20Hurghada%20New%20Marina%20%28C3%29%20Red%20Sea%20Governorate%20Egypt,2025-08-17T00:00:00Z,,https://www.google.com/maps/search/?api=1&query=+,False
Egypt,Red Sea Governorate,Marsa Alam & Port Ghalib,Abu Dabbab (Marsa Alam),Blue Ocean Dive Centers – Abu Dabbab,https://www.blueocean-eg.com/,reservation@blueocean-eg.com,"Abu Dabbab, ~30km North of Marsa Alam, Red Sea, Egypt",True,True,https://www.padi.com/dive-center/egypt/blue-ocean-marsa-alam/ | https://www.blueocean-eg.com/,https://www.google.com/maps/search/?api=1&query=Blue%20Ocean%20Dive%20Centers%20%E2%80%93%20Abu%20Dabbab%20Abu%20Dabbab%20%28Marsa%20Alam%29%20Red%20Sea%20Governorate%20Egypt,,,https://www.google.com/maps/search/?api=1&query=Blue%20Ocean%20Dive%20Centers%20%E2%80%93%20Abu%20Dabbab%20Abu%20Dabbab%20%28Marsa%20Alam%29%20Red%20Sea%20Governorate%20Egypt,,,https://www.tripadvisor.com/Search?q=Blue%20Ocean%20Dive%20Centers%20%E2%80%93%20Abu%20Dabbab%20Abu%20Dabbab%20%28Marsa%20Alam%29%20Red%20Sea%20Governorate%20Egypt,2025-08-17T00:00:00Z,,https://www.google.com/maps/search/?api=1&query=+,False
Egypt,Red Sea Governorate,Marsa Alam & Port Ghalib,Brayka Bay (Marsa Alam),Coraya Divers – Brayka Bay,https://www.coraya-divers.com/,brayka@coraya-divers.com,"Brayka Resorts, KM17 North Marsa Alam Road, Marsa Alam, Red Sea, Egypt",True,True,https://www.divessi.com/fr/divecenter/coraya-divers-brayka-bay-marsa-alam-egypt-msr-720184 | https://www.coraya-divers.com/en/imprint/,https://www.google.com/maps/search/?api=1&query=Coraya%20Divers%20%E2%80%93%20Brayka%20Bay%20Brayka%20Bay%20%28Marsa%20Alam%29%20Red%20Sea%20Governorate%20Egypt,,,https://www.google.com/maps/search/?api=1&query=Coraya%20Divers%20%E2%80%93%20Brayka%20Bay%20Brayka%20Bay%20%28Marsa%20Alam%29%20Red%20Sea%20Governorate%20Egypt,,,https://www.tripadvisor.com/Search?q=Coraya%20Divers%20%E2%80%93%20Brayka%20Bay%20Brayka%20Bay%20%28Marsa%20Alam%29%20Red%20Sea%20Governorate%20Egypt,2025-08-17T00:00:00Z,,https://www.google.com/maps/search/?api=1&query=+,False
Egypt,Red Sea Governorate,Marsa Alam & Port Ghalib,Port Ghalib Marina,Emperor Divers – Marsa Alam (Port Ghalib),https://www.emperordivers.com/day-diving-location/port-ghalib/,info.marsa@emperordivers.com,"Marina City, Port Ghalib Marina, Marsa Alam, Red Sea, Egypt",True,True,https://www.padi.com/dive-center/egypt/emperor-divers-marsa-alam-2/ | https://www.emperordivers.com/day-diving-location/port-ghalib/,https://www.google.com/maps/search/?api=1&query=Emperor%20Divers%20%E2%80%93%20Marsa%20Alam%20%28Port%20Ghalib%29%20Port%20Ghalib%20Marina%20Red%20Sea%20Governorate%20Egypt,,,https://www.google.com/maps/search/?api=1&query=Emperor%20Divers%20%E2%80%93%20Marsa%20Alam%20%28Port%20Ghalib%29%20Port%20Ghalib%20Marina%20Red%20Sea%20Governorate%20Egypt,,,https://www.tripadvisor.com/Search?q=Emperor%20Divers%20%E2%80%93%20Marsa%20Alam%20%28Port%20Ghalib%29%20Port%20Ghalib%20Marina%20Red%20Sea%20Governorate%20Egypt,2025-08-17T00:00:00Z,,https://www.google.com/maps/search/?api=1&query=+,False
Egypt,Red Sea Governorate,Marsa Alam & Port Ghalib (Deep South),Marsa Shagra / Marsa Nakari / Wadi Lahami,Red Sea Diving Safari (RSDS),https://www.redsea-divingsafari.com/,reservations.ma@redsea-divingsafari.com,"RSDS Offices: Marsa Shagra, Marsa Nakari & Wadi Lahami, Marsa Alam, Red Sea, Egypt",True,True,https://www.redsea-divingsafari.com/ContactUs | https://www.padi.com/dive-center/egypt/red-sea-diving-safari-wadi-lahami-village-2/,https://www.google.com/maps/search/?api=1&query=Red%20Sea%20Diving%20Safari%20%28RSDS%29%20Marsa%20Shagra%20/%20Marsa%20Nakari%20/%20Wadi%20Lahami%20Red%20Sea%20Governorate%20Egypt,,,https://www.google.com/maps/search/?api=1&query=Red%20Sea%20Diving%20Safari%20%28RSDS%29%20Marsa%20Shagra%20/%20Marsa%20Nakari%20/%20Wadi%20Lahami%20Red%20Sea%20Governorate%20Egypt,,,https://www.tripadvisor.com/Search?q=Red%20Sea%20Diving%20Safari%20%28RSDS%29%20Marsa%20Shagra%20/%20Marsa%20Nakari%20/%20Wadi%20Lahami%20Red%20Sea%20Governorate%20Egypt,2025-08-17T00:00:00Z,,https://www.google.com/maps/search/?api=1&query=+,False
Egypt,Red Sea Governorate,Port Ghalib — Red Sea (Liveaboard Fleet),Port Ghalib Marina,Emperor Liveaboards (Egypt),https://www.emperordivers.com/liveaboard-country/egypt/,reservations@emperordivers.com,"Marina City, Port Ghalib Marina, Marsa Alam, Red Sea, Egypt",True,True,https://www.emperordivers.com/liveaboard-country/egypt/ | https://www.padi.com/dive-center/egypt/emperor-divers-marsa-alam-2/,https://www.google.com/maps/search/?api=1&query=Emperor%20Liveaboards%20%28Egypt%29%20Port%20Ghalib%20Marina%20Red%20Sea%20Governorate%20Egypt,,,https://www.google.com/maps/search/?api=1&query=Emperor%20Liveaboards%20%28Egypt%29%20Port%20Ghalib%20Marina%20Red%20Sea%20Governorate%20Egypt,,,https://www.tripadvisor.com/Search?q=Emperor%20Liveaboards%20%28Egypt%29%20Port%20Ghalib%20Marina%20Red%20Sea%20Governorate%20Egypt,2025-08-17T00:00:00Z,,https://www.google.com/maps/search/?api=1&query=+,False
Egypt,Red Sea Governorate,Safaga & Soma Bay,Port Safaga (Menaville),MenaDive Safaga,https://www.menadive.com/,center@menadive.com,"Menadive c/o Menaville Hotel, Port Safaga, Red Sea, Egypt",True,True,https://www.menadive.com/en/ | https://www.menadive.com/legal-notice/,https://www.google.com/maps/search/?api=1&query=MenaDive%20Safaga%20Port%20Safaga%20%28Menaville%29%20Red%20Sea%20Governorate%20Egypt,,,https://www.google.com/maps/search/?api=1&query=MenaDive%20Safaga%20Port%20Safaga%20%28Menaville%29%20Red%20Sea%20Governorate%20Egypt,,,https://www.tripadvisor.com/Search?q=MenaDive%20Safaga%20Port%20Safaga%20%28Menaville%29%20Red%20Sea%20Governorate%20Egypt,2025-08-17T00:00:00Z,,https://www.google.com/maps/search/?api=1&query=+,False
Egypt,Red Sea Governorate,Safaga & Soma Bay,Soma Bay (Mövenpick Resort),Scuba World Divers – Mövenpick Soma Bay,https://www.scubaworlddivers.com/soma-bay,info@scubaworlddivers.com,"KM 49 Hurghada–Safaga Road, Mövenpick Resort, Soma Bay, Egypt",True,True,https://www.padi.com/dive-center/egypt/scuba-world-divers-movenpick-soma-bay/ | https://www.scubaworlddivers.com/soma-bay,https://www.google.com/maps/search/?api=1&query=Scuba%20World%20Divers%20%E2%80%93%20M%C3%B6venpick%20Soma%20Bay%20Soma%20Bay%20%28M%C3%B6venpick%20Resort%29%20Red%20Sea%20Governorate%20Egypt,,,https://www.google.com/maps/search/?api=1&query=Scuba%20World%20Divers%20%E2%80%93%20M%C3%B6venpick%20Soma%20Bay%20Soma%20Bay%20%28M%C3%B6venpick%20Resort%29%20Red%20Sea%20Governorate%20Egypt,,,https://www.tripadvisor.com/Search?q=Scuba%20World%20Divers%20%E2%80%93%20M%C3%B6venpick%20Soma%20Bay%20Soma%20Bay%20%28M%C3%B6venpick%20Resort%29%20Red%20Sea%20Governorate%20Egypt,2025-08-17T00:00:00Z,,https://www.google.com/maps/search/?api=1&query=+,False
Egypt,Red Sea Governorate,Safaga & Soma Bay,Soma Bay (The Breakers),ORCA Dive Club Soma Bay,https://www.orca-diveclubs.com/en/soma-bay-en/,info@orca-diveclub-somabay.com,"The Breakers Hotel, Soma Bay, Red Sea, Egypt",True,True,https://www.orca-diveclubs.com/en/soma-bay-en/ | https://somabay.com/explore-somabay/running/,https://www.google.com/maps/search/?api=1&query=ORCA%20Dive%20Club%20Soma%20Bay%20Soma%20Bay%20%28The%20Breakers%29%20Red%20Sea%20Governorate%20Egypt,,,https://www.google.com/maps/search/?api=1&query=ORCA%20Dive%20Club%20Soma%20Bay%20Soma%20Bay%20%28The%20Breakers%29%20Red%20Sea%20Governorate%20Egypt,,,https://www.tripadvisor.com/Search?q=ORCA%20Dive%20Club%20Soma%20Bay%20Soma%20Bay%20%28The%20Breakers%29%20Red%20Sea%20Governorate%20Egypt,2025-08-17T00:00:00Z,,https://www.google.com/maps/search/?api=1&query=+,False
Egypt,South Sinai,Dahab,Dahab (Lighthouse),Desert Divers Dahab,https://desert-divers.com/,info@desert-divers.com,"Dahab Hotel, El Malel Beach Street (near Lighthouse), Dahab 46617, South Sinai, Egypt",True,True,https://desert-divers.com/contact/ | https://www.padi.com/dive-center/egypt/desert-divers-co-ltd-2/,https://www.google.com/maps/search/?api=1&query=Desert%20Divers%20Dahab%20Dahab%20%28Lighthouse%29%20South%20Sinai%20Egypt,,,https://www.google.com/maps/search/?api=1&query=Desert%20Divers%20Dahab%20Dahab%20%28Lighthouse%29%20South%20Sinai%20Egypt,,,https://www.tripadvisor.com/Search?q=Desert%20Divers%20Dahab%20Dahab%20%28Lighthouse%29%20South%20Sinai%20Egypt,2025-08-17T00:00:00Z,,https://www.google.com/maps/search/?api=1&query=+,False
Egypt,South Sinai,Dahab,Dahab (Lighthouse/El Melal),Poseidon Divers Dahab,https://www.poseidondiverdahab.com/,info@poseidondiverdahab.com,"Blue Beach Club, El Melal Street, Dahab, South Sinai 46617, Egypt",True,True,https://poseidondivers.com/en/contacts.php | https://www.padi.com/dive-center/egypt/poseidon-divers/,https://www.google.com/maps/search/?api=1&query=Poseidon%20Divers%20Dahab%20Dahab%20%28Lighthouse/El%20Melal%29%20South%20Sinai%20Egypt,,,https://www.google.com/maps/search/?api=1&query=Poseidon%20Divers%20Dahab%20Dahab%20%28Lighthouse/El%20Melal%29%20South%20Sinai%20Egypt,,,https://www.tripadvisor.com/Search?q=Poseidon%20Divers%20Dahab%20Dahab%20%28Lighthouse/El%20Melal%29%20South%20Sinai%20Egypt,2025-08-17T00:00:00Z,,https://www.google.com/maps/search/?api=1&query=+,False
Egypt,South Sinai,Dahab,Dahab (Masbat),Big Blue Dahab,https://bigbluedahab.com/,dive@bigbluedahab.com,"P.O. Box 98, Dahab, South Sinai, Egypt",True,True,https://bigbluedahab.com/contact-us/ | https://www.padi.com/dive-center/egypt/big-blue-dahab/,https://www.google.com/maps/search/?api=1&query=Big%20Blue%20Dahab%20Dahab%20%28Masbat%29%20South%20Sinai%20Egypt,,,https://www.google.com/maps/search/?api=1&query=Big%20Blue%20Dahab%20Dahab%20%28Masbat%29%20South%20Sinai%20Egypt,,,https://www.tripadvisor.com/Search?q=Big%20Blue%20Dahab%20Dahab%20%28Masbat%29%20South%20Sinai%20Egypt,2025-08-17T00:00:00Z,,https://www.google.com/maps/search/?api=1&query=+,False
Egypt,South Sinai,Dahab,Dahab (Safir Resort),Reef 2000 Dive Club,https://reef2000diveclub.com/,reef2000dahab@gmail.com,"Safir Dahab Resort, Dahab, South Sinai, Egypt",True,True,https://www.padi.com/dive-center/egypt/reef-2000/ | https://reef2000diveclub.com/,https://www.google.com/maps/search/?api=1&query=Reef%202000%20Dive%20Club%20Dahab%20%28Safir%20Resort%29%20South%20Sinai%20Egypt,,,https://www.google.com/maps/search/?api=1&query=Reef%202000%20Dive%20Club%20Dahab%20%28Safir%20Resort%29%20South%20Sinai%20Egypt,,,https://www.tripadvisor.com/Search?q=Reef%202000%20Dive%20Club%20Dahab%20%28Safir%20Resort%29%20South%20Sinai%20Egypt,2025-08-17T00:00:00Z,,https://www.google.com/maps/search/?api=1&query=+,False
Egypt,South Sinai,Sharm El Sheikh & Sharks Bay,Hadabet Um El Sid (Sharm),Reef Oasis Dive Club (Sharm),https://www.reefoasisdiveclub.com/,info@reefoasisdiveclub.com,"Hadabet Um El Sid, Sharm El Sheikh, South Sinai, Egypt",True,True,https://www.padi.com/dive-center/egypt/reef-oasis-dive-club-reef-beach/ | https://b.reefoasisdiveclub.com/contactus,https://www.google.com/maps/search/?api=1&query=Reef%20Oasis%20Dive%20Club%20%28Sharm%29%20Hadabet%20Um%20El%20Sid%20%28Sharm%29%20South%20Sinai%20Egypt,,,https://www.google.com/maps/search/?api=1&query=Reef%20Oasis%20Dive%20Club%20%28Sharm%29%20Hadabet%20Um%20El%20Sid%20%28Sharm%29%20South%20Sinai%20Egypt,,,https://www.tripadvisor.com/Search?q=Reef%20Oasis%20Dive%20Club%20%28Sharm%29%20Hadabet%20Um%20El%20Sid%20%28Sharm%29%20South%20Sinai%20Egypt,2025-08-17T00:00:00Z,,https://www.google.com/maps/search/?api=1&query=+,False
Egypt,South Sinai,Sharm El Sheikh & Sharks Bay,Hilton Sharks Bay (Sharm),Sinai Dive Club (Sharm),https://www.sinaidive.club/sharm/en/,info@sinaidive.club,"Hilton Sharks Bay Resort, Sharm El Sheikh, South Sinai, Egypt",True,True,https://www.sinaidive.club/sharm/en/contacts/ | https://www.padi.com/dive-center/egypt/sinai-dive-club/,https://www.google.com/maps/search/?api=1&query=Sinai%20Dive%20Club%20%28Sharm%29%20Hilton%20Sharks%20Bay%20%28Sharm%29%20South%20Sinai%20Egypt,,,https://www.google.com/maps/search/?api=1&query=Sinai%20Dive%20Club%20%28Sharm%29%20Hilton%20Sharks%20Bay%20%28Sharm%29%20South%20Sinai%20Egypt,,,https://www.tripadvisor.com/Search?q=Sinai%20Dive%20Club%20%28Sharm%29%20Hilton%20Sharks%20Bay%20%28Sharm%29%20South%20Sinai%20Egypt,2025-08-17T00:00:00Z,,https://www.google.com/maps/search/?api=1&query=+,False
Egypt,South Sinai,Sharm El Sheikh & Sharks Bay,Naama Bay (Sharm),Camel Dive Club & Hotel,https://www.cameldive.com/,info@cameldive.com,"Centre of Na’ama Bay, Sharm El Sheikh, South Sinai, Egypt",True,True,https://www.cameldive.com/contact-us/,https://www.google.com/maps/search/?api=1&query=Camel%20Dive%20Club%20%26%20Hotel%20Naama%20Bay%20%28Sharm%29%20South%20Sinai%20Egypt,,,https://www.google.com/maps/search/?api=1&query=Camel%20Dive%20Club%20%26%20Hotel%20Naama%20Bay%20%28Sharm%29%20South%20Sinai%20Egypt,,,https://www.tripadvisor.com/Search?q=Camel%20Dive%20Club%20%26%20Hotel%20Naama%20Bay%20%28Sharm%29%20South%20Sinai%20Egypt,2025-08-17T00:00:00Z,,https://www.google.com/maps/search/?api=1&query=+,False
