Country,Region/Island,Area,Type,Business Name,City/Island,Address,Website,Phone,Email,TripAdvisor URL,TA_Bubbles(5=Excellent),TA_Review_Count,Google_Stars_FirstParty,Google_Stars_Source_URL,Notes/Tags,Status,Last Checked (UTC),Contact_Source_URL
Indonesia,Bali – Amed/Tulamben,Amed,Dive Shop,Adventure Divers Bali,Amed,"Jalan Jemeluk, Amed, Karangasem - Bali, Indonesia",https://adventurediversbali.com/,+62 813-5313-6113 (WhatsApp),adventurediversbali@gmail.com,https://www.tripadvisor.co.nz/Attraction_Review-g608478-d2316062-Reviews-Adventure_Divers_Bali-Amed_Abang_Karangasem_Bali.html,,,,,Guided dives + boats,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,https://www.adventurediversbali.com/contact.html
Indonesia,Bali – Amed/Tulamben,Amed,Dive Shop,Two Fish Divers – Amed,Amed,"Jl. Raya Amed, Purwakerti, Abang, Karangasem 80852, Bali, Indonesia",https://www.twofishdivers.com/locations/amed/,+62 813-4006-9321 / +62 811-3811-4009,bookings@twofishdivers.com,https://www.tripadvisor.co.nz/Attraction_Review-g608478-d10001335-Reviews-Two_Fish_Divers_Amed-Amed_Abang_Karangasem_Bali.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,https://twofishdivers.com/contact-two-fish-divers/
Indonesia,Bali – Amed/Tulamben,Tulamben,Dive Shop,Bali Dive Trek (Tulamben),Tulamben,"Amed Br dinas Biaslantang, Desa Purwakerti, Kelod, Amed - Abang - Karangasem 80852, Bali, Indonesia",https://www.balidivetrek.com/,+62 852-3838-9529,balidivetrek@gmail.com,https://www.tripadvisor.co.nz/Attraction_Review-g608478-d8062039-Reviews-Bali_Dive_Trek-Amed_Abang_Karangasem_Bali.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,https://balidivetrek.com/
Indonesia,Bali – Amed/Tulamben,Tulamben,Operator (Scuba Charter),Liberty Dive Resort (Dive Center),Tulamben,"Jalan Raya Amlapura–Singaraja, Desa Tulamben, Kubu, Karangasem 80853, Bali, Indonesia",https://www.libertydive.com/,+62 363 23347; +62 813 3776 2206,libertydiveresort@gmail.com,https://www.tripadvisor.in/ShowUserReviews-g469406-d1788685-Liberty_Dive_Resort-Tulamben_Bali.html,,,,,Resort dive center,Indonesia Wave 1 Seed; Enriched batch3; Enriched batch4,2025-08-14T03:19:29Z,https://www.libertydiveresort.com/
Indonesia,Bali – Amed/Tulamben,Tulamben,Operator (Scuba Charter),Ocean Sun Dive Resort (Dive Center),Tulamben,"Jln. Raya Kubu Amlapura, Desa Tulamben, Karangasem 80853, Bali, Indonesia",https://www.oceansun-diveresort.com/,+62 81 1336 4222; WhatsApp +62 81 33757 3434,info@ocean-sun.com,https://www.tripadvisor.co.nz/Hotel_Review-g469406-d1456499-Reviews-Ocean_Sun_Dive_Resort-Tulamben_Bali.html,,,,,Resort dive center,Indonesia Wave 1 Seed; Enriched batch3; Enriched batch4,2025-08-14T03:19:29Z,https://ocean-sun.com/en/
Indonesia,Bali – Amed/Tulamben,Tulamben,Operator (Scuba Charter),Tulamben Wreck Divers,Tulamben,,https://www.tulambenwreckdivers.com/,,,https://www.tripadvisor.co.nz/Hotel_Review-g469406-d953612-Reviews-Tulamben_Wreck_Divers_Hotel-Tulamben_Bali.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Flores – Komodo (Labuan Bajo),Labuan Bajo,Operator (Scuba Charter),Blue Marlin Komodo,Labuan Bajo,"Jalan Soekarno-Hatta, Labuan Bajo, Flores, NTT, Indonesia",https://www.bluemarlinkomodo.com/,+62 811-1842-235,info@bluemarlinkomodo.com,https://www.tripadvisor.in/Attraction_Review-g1777483-d8078373-Reviews-Blue_Marlin_Dive_Komodo-Labuan_Bajo_Flores_East_Nusa_Tenggara.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,https://www.bluemarlindive.com/contact/
Indonesia,Flores – Komodo (Labuan Bajo),Labuan Bajo,Operator (Scuba Charter),Scuba Junkie Komodo,Labuan Bajo,"Komodo Beach Resort, Warloka, Flores, NTT, Indonesia",https://scubajunkiekomodo.com/,+62 821-3790-8161,komodo@scubajunkie.com,https://www.tripadvisor.in/Attraction_Review-g1777483-d5031482-Reviews-Scuba_Junkie_Komodo-Labuan_Bajo_Flores_East_Nusa_Tenggara.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,https://www.scubajunkiekomodo.com/contact-us/
Indonesia,Flores – Komodo (Labuan Bajo),Labuan Bajo,Operator (Scuba Charter),Dive Komodo,Labuan Bajo,"Labuan Bajo 86554, Flores, NTT, Indonesia",https://divekomodo.com/,+62 822-6611-7310 / +62 812-3763-4606,info@divekomodo.com,https://www.tripadvisor.in/Attraction_Review-g1777483-d1181329-Reviews-Dive_Komodo-Labuan_Bajo_Flores_East_Nusa_Tenggara.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,https://divekomodo.com/contact-dive-komodo/
Indonesia,Flores – Komodo (Labuan Bajo),Labuan Bajo,Operator (Scuba Charter),Manta Rhei,Labuan Bajo,"Jl. Soekarno Hatta No.16, Labuan Bajo, Flores, Indonesia",https://mantarhei.com/,+62 821 4731 0340,info@mantarhei.com,https://en.tripadvisor.com.hk/ShowUserReviews-g1777483-d6725216-Manta_Rhei_Dive_Center-Labuan_Bajo_Flores_East_Nusa_Tenggara.html,,,,,,Indonesia Wave 1 Seed; Enriched batch3; Enriched batch4,2025-08-14T03:19:29Z,https://mantarhei.com/
Indonesia,Flores – Komodo (Labuan Bajo),Labuan Bajo,Operator (Scuba Charter),Uber Scuba Komodo,Labuan Bajo,"Jl. Soekarno Hatta, Labuan Bajo, Flores, Indonesia 86554",https://uberscubakomodo.com/,+62 813 3961 9724,dive@uberscubakomodo.com,https://www.tripadvisor.co.nz/ShowUserReviews-g1777483-d7707245-Uber_Scuba_Komodo_Dive_Center-Labuan_Bajo_Flores_East_Nusa_Tenggara.html,,,,,,Indonesia Wave 1 Seed; Enriched batch3; Enriched batch4,2025-08-14T03:19:29Z,https://uberscubakomodo.com/
Indonesia,Flores – Komodo (Labuan Bajo),Labuan Bajo,Operator (Scuba Charter),Wunderpus Diving Komodo,Labuan Bajo,,https://wunderpusdiving.com/,,,https://www.tripadvisor.co.nz/Attraction_Review-g1777483-d7305432-Reviews-Wunderpus_Liveaboard-Labuan_Bajo_Flores_East_Nusa_Tenggara.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Flores – Komodo (Labuan Bajo),Labuan Bajo,Operator (Scuba Charter),Dragon Dive Komodo,Labuan Bajo,,https://www.dragondivekomodo.com/,,,https://www.tripadvisor.co.nz/Attraction_Review-g1777483-d10778775-Reviews-Dragon_Dive_Komodo-Labuan_Bajo_Flores_East_Nusa_Tenggara.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Flores – Komodo (Labuan Bajo),Labuan Bajo,Operator (Scuba Charter),Sea Dragon Komodo,Labuan Bajo,,https://seadragonkomodo.com/,,,,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,West Papua – Raja Ampat,Waisai (Waigeo),Operator (Scuba Charter),Meridian Adventure Dive,Waisai (Waigeo),,https://www.meridianadventuredive.com/,+62 821 9791 3807,reservations@meridianadventuredive.com,https://www.tripadvisor.co.nz/ShowUserReviews-g3632533-d12948600-r986935400-Meridian_Adventure_Marina_Club_Resort-Waisai_Raja_Ampat_West_Papua.html,,,,,,Indonesia Wave 1 Seed; Enriched batch3; Enriched batch4,2025-08-14T03:19:29Z,https://raja.meridianadventuredive.com/terms-and-conditions/
Indonesia,West Papua – Raja Ampat,Kri Island,Operator (Scuba Charter),Papua Diving (Kri Eco/Sorido Bay),Kri Island,,https://www.papuadiving.com/,+62 811 483 4614,info@papua-diving.com,https://www.tripadvisor.co.nz/Hotel_Review-g2303999-d736575-Reviews-Sorido_Bay_Resort-Raja_Ampat_West_Papua.html,,,,,Resort dive center,Indonesia Wave 1 Seed; Enriched batch3; Enriched batch4,2025-08-14T03:19:29Z,https://papua-diving.com/
Indonesia,West Papua – Raja Ampat,Waigeo/Kri area,Operator (Scuba Charter),Raja Ampat Biodiversity Resort (Dive Center),Waigeo/Kri area,,https://www.rajaampatbiodiversity.com/,+62 812 4881 3677,info@rajaampatbiodiversity.com,https://en.tripadvisor.com.hk/ShowUserReviews-g19938534-d4267831-r958573772-Raja_Ampat_Biodiversity_Nature_Resort-Yenbesser_Gam_Island_Raja_Ampat_West_Pap.html,,,,,,Indonesia Wave 1 Seed; Enriched batch3; Enriched batch4,2025-08-14T03:19:29Z,https://rajaampatbiodiversity.com/contact-us/
Indonesia,West Papua – Raja Ampat,Waisai (Waigeo),Operator (Scuba Charter),Soul Scuba Divers Raja Ampat,Waisai (Waigeo),"Kri Island, Yenbuba, Meos Mansar, Raja Ampat 98472, Indonesia",https://www.soulscubadivers-rajaampat.com/,+62 822 6614 5516,soulscubadivers@gmail.com,https://www.tripadvisor.com.ph/ShowUserReviews-g15024679-d15586288-Soul_Scuba_Divers-Kri_Island_Raja_Ampat_West_Papua.html,,,,,,Indonesia Wave 1 Seed; Enriched batch3; Enriched batch4,2025-08-14T03:19:29Z,https://www.soulscubadivers.com/contact
Indonesia,Lombok – Gili Islands,Gili Trawangan,Dive Shop,Manta Dive Gili Trawangan,Gili Trawangan,,https://www.mantadive.com/,+62 812 3788 9378,bookings@manta-dive.com,https://www.tripadvisor.co.nz/ShowUserReviews-g664666-d777114-Manta_Dive-Gili_Trawangan_Gili_Islands_Pemenang_Lombok_West_Nusa_Tenggara.html,,,,,Guided dives + boats,Indonesia Wave 1 Seed; Enriched batch3; Enriched batch4,2025-08-14T03:19:29Z,https://manta-dive.com/contact/
Indonesia,Lombok – Gili Islands,Gili Trawangan,Dive Shop,Blue Marlin Dive (Gili T),Gili Trawangan,,https://www.bluemarlindive.com/,,,https://www.tripadvisor.co.nz/Attraction_Review-g664666-d1434837-Reviews-Blue_Marlin_Dive_Gili_Trawangan-Gili_Trawangan_Gili_Islands_Pemenang_Lombok_West_.html,,,,,Guided dives + boats,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Lombok – Gili Islands,Gili Trawangan,Dive Shop,Trawangan Dive,Gili Trawangan,,https://www.trawangandive.com/,,,https://www.tripadvisor.co.nz/ShowUserReviews-g664666-d1796672-r902645322-Trawangan_Dive_Resort-Gili_Trawangan_Gili_Islands_Pemenang_Lombok_West_Nusa_Teng.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Lombok – Gili Islands,Gili Trawangan,Dive Shop,Gili Divers,Gili Trawangan,,https://gili-divers.com/,,,https://www.tripadvisor.co.nz/Attraction_Review-g664666-d2180215-Reviews-Gili_Divers-Gili_Trawangan_Gili_Islands_Pemenang_Lombok_West_Nusa_Tenggara.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Lombok – Gili Islands,Gili Trawangan,Dive Shop,Diversia Diving,Gili Trawangan,,https://diversiaindonesia.com/,,,https://www.tripadvisor.co.nz/Hotel_Review-g664666-d5884763-Reviews-Diversia_Diving_Club_and_Bungalows-Gili_Trawangan_Gili_Islands_Pemenang_Lombok_West_Nu.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Lombok – Gili Islands,Gili Air,Dive Shop,Manta Dive Gili Air,Gili Air,,https://www.mantadive.com/gili-air/,,,https://www.tripadvisor.co.nz/Hotel_Review-g664667-d1837850-Reviews-Manta_Dive_Gili_Air_Resort-Gili_Air_Gili_Islands_Pemenang_Lombok_West_Nusa_Tenggara.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Lombok – Gili Islands,Gili Air,Dive Shop,Blue Marine Dive (Gili Air),Gili Air,,https://bluemarine-divers.com/,,,,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Lombok – Gili Islands,Gili Meno,Dive Shop,Blue Marlin Dive (Gili Meno),Gili Meno,,https://www.bluemarlindive.com/locations/gili-meno/,,,,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Lombok – Mainland,Senggigi,Dive Shop,Blue Marlin Dive (Senggigi),Senggigi,,https://www.bluemarlindive.com/locations/lombok/,,,https://www.tripadvisor.com.my/ShowUserReviews-g1592993-d3949026-r1019454286-Blue_Marlin_Dive_Lombok-Senggigi_Lombok_West_Nusa_Tenggara.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Lombok – Mainland,Kuta Lombok,Dive Shop,Scuba Froggy Lombok,Kuta Lombok,,https://scubafroggy.com/,,,https://www.tripadvisor.co.nz/ShowUserReviews-g2155769-d3972054-r946251082-Scuba_Froggy_Kuta-Kuta_Lombok_West_Nusa_Tenggara.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Lombok – Mainland,Sekotong/Belongas Bay,Operator (Scuba Charter),Dive Zone Lombok,Sekotong/Belongas Bay,,https://www.dive-lombok.com/,,,,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,North Sulawesi – Manado/Bunaken,Manado,Operator (Scuba Charter),Thalassa Dive Resorts,Manado,,https://thalassa-dive.com/,,,https://www.tripadvisor.ie/ShowUserReviews-g297721-d5982063-r1018082148-Thalassa_Dive_Wellbeing_Resort_Manado-Manado_North_Sulawesi_Sulawesi.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,North Sulawesi – Manado/Bunaken,Manado,Operator (Scuba Charter),Murex Dive (Manado/Bangka),Manado,,https://www.murexdive.com/,,,https://www.tripadvisor.co.nz/Hotel_Review-g680020-d1218569-Reviews-NAD_Lembeh_Resort-Bitung_North_Sulawesi_Sulawesi.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,North Sulawesi – Bunaken,Bunaken,Dive Shop,Two Fish Divers – Bunaken,Bunaken,,https://www.twofishdivers.com/locations/bunaken/,,,https://www.tripadvisor.co.nz/Hotel_Review-g1071666-d1315549-Reviews-Two_Fish_Divers_Bunaken-Bunaken_Island_Manado_North_Sulawesi_Sulawesi.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,North Sulawesi – Lembeh Strait,Bitung (Lembeh),Operator (Scuba Charter),NAD-Lembeh Resort (Dive Center),Bitung (Lembeh),,https://www.nad-lembeh.com/,,,https://www.tripadvisor.co.nz/Hotel_Review-g1071667-d736220-Reviews-Lembeh_Resort-Pulau_Lembeh_Bitung_North_Sulawesi_Sulawesi.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,North Sulawesi – Lembeh Strait,Lembeh,Operator (Scuba Charter),Critters at Lembeh / Lembeh Resort,Lembeh,,https://www.lembehresort.com/,,,https://www.tripadvisor.co.nz/Hotel_Review-g1071667-d736220-Reviews-Lembeh_Resort-Pulau_Lembeh_Bitung_North_Sulawesi_Sulawesi.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,North Sulawesi – Bunaken,Bunaken,Operator (Scuba Charter),Siladen Resort & Spa (Dive Center),Bunaken,,https://www.siladen.com/,,,https://www.tripadvisor.co.nz/Hotel_Review-g1535792-d582929-Reviews-Siladen_Resort_Spa-Siladen_Island_Manado_North_Sulawesi_Sulawesi.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,East Nusa Tenggara – Alor,Alor/Kalabahi,Operator (Scuba Charter),Alami Alor (Dive Resort),Alor/Kalabahi,,https://www.alamialor.com/,,,https://www.tripadvisor.co.nz/ShowUserReviews-g1600794-d8124798-r1019499500-Alami_Alor_Dive_Snorkel_Resort-Alor_Island_East_Nusa_Tenggara.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,East Nusa Tenggara – Alor,Pantar/Alor,Operator (Scuba Charter),Alor Divers (Resort),Pantar/Alor,,https://www.alordivers.com/,,,https://www.tripadvisor.co.nz/Hotel_Review-g1600794-d1197774-Reviews-Alor_Divers-Alor_Island_East_Nusa_Tenggara.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Maluku – Ambon,Ambon,Operator (Scuba Charter),Spice Island Divers (Ambon),Ambon,,https://spiceislanddivers.com/,,,https://www.tripadvisor.co.nz/Hotel_Review-g19219895-d19863539-Reviews-Spice_Island_Dive_Resort-Teluk_Ambon_Ambon_Maluku_Islands.html,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Maluku – Ambon,Ambon,Operator (Scuba Charter),Blue Motion Ambon,Ambon,,https://bluemotiondive.com/destinations/ambon/,,,,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,East Kalimantan – Derawan/Maratua,Maratua,Operator (Scuba Charter),Scuba Junkie Sangalaki (Borneo),Maratua,,https://www.scubajunkieseas.org/borneo/,,,,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,East Kalimantan – Derawan/Maratua,Maratua,Operator (Scuba Charter),Maratua Paradise Resort (Dive Center),Maratua,,https://www.maratua-paradise.com/,,,,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,East Kalimantan – Derawan/Maratua,Nabucco/Maratua,Operator (Scuba Charter),Extra Divers (Nabucco/Maratua),Nabucco/Maratua,,https://www.extradivers-worldwide.com/,,,,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,SE Sulawesi – Wakatobi,Tomia/Wakatobi,Operator (Scuba Charter),Wakatobi Dive Resort (Dive Center),Tomia/Wakatobi,,https://www.wakatobi.com/,,,,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,SE Sulawesi – Wakatobi,Tomia/Wakatobi,Liveaboard,Pelagian Liveaboard (Wakatobi),Tomia/Wakatobi,,https://www.wakatobi.com/pelagian-liveaboard/,,,,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Liveaboards – Indonesia (nationwide),Multiple (Bali/Komodo/Raja),Liveaboard,Mermaid Liveaboards,Multiple (Bali/Komodo/Raja),,https://www.mermaid-liveaboards.com/,,,,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Liveaboards – Indonesia (nationwide),Multiple (Komodo/Raja/Banda),Liveaboard,Damai Liveaboards,Multiple (Komodo/Raja/Banda),,https://www.dive-damai.com/,,,,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Liveaboards – Indonesia (nationwide),Multiple (Komodo/Raja/Banda),Liveaboard,Arenui Liveaboard,Multiple (Komodo/Raja/Banda),,https://www.thearenui.com/,,,,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Liveaboards – Indonesia (nationwide),Multiple (Komodo/Raja/Banda),Liveaboard,White/Blue Manta Liveaboards,Multiple (Komodo/Raja/Banda),,https://www.whitemanta.com/,,,,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Liveaboards – Indonesia (nationwide),Multiple (Komodo/Raja/Banda),Liveaboard,Indo Siren (Master Liveaboards),Multiple (Komodo/Raja/Banda),,https://www.masterliveaboards.com/indonesia/,,,,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Liveaboards – Indonesia (nationwide),Multiple (Komodo/Raja/Banda),Liveaboard,SMY Ondina,Multiple (Komodo/Raja/Banda),,https://www.smy-ondina.com/,,,,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Liveaboards – Indonesia (nationwide),Multiple (Komodo/Raja/Banda),Liveaboard,MV Amira,Multiple (Komodo/Raja/Banda),,https://www.diveamira.com/,,,,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Liveaboards – Indonesia (nationwide),Multiple (Komodo/Raja/Banda),Liveaboard,Emperor Indonesia (Raja Laut),Multiple (Komodo/Raja/Banda),,https://www.emperordivers.com/liveaboards/indonesia.php,,,,,,,,,Indonesia Wave 1 Seed,2025-08-14 02:11:41 UTC,
Indonesia,Bali – Padangbai/Candidasa,Padangbai,Operator (Scuba Charter),Geko Dive Bali,Padangbai,,https://www.gekodivebali.com/,,,https://www.tripadvisor.com/Attraction_Review-g1078452-d1883080-Reviews-Geko_Dive_Padangbai-Padangbai_Bali.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Bali – Padangbai/Candidasa,Padangbai,Operator (Scuba Charter),OK Divers Resort & Spa (Dive Center),Padangbai,,https://www.okdiversresort.com/,,,https://www.tripadvisor.com/Hotel_Review-g1078452-d1231763-Reviews-OK_Divers_Resort_Spa-Padangbai_Bali.html,,,,,Resort dive center,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Bali – Padangbai/Candidasa,Padangbai,Operator (Scuba Charter),Absolute Scuba Bali (Padang Bai),Padangbai,,https://absolutescubabali.com/,,,https://www.tripadvisor.com/Attraction_Review-g1078452-d1975557-Reviews-Absolute_Scuba_Bali-Padangbai_Bali.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Bali – Padangbai/Candidasa,Candidasa,Operator (Scuba Charter),Benthos Bali Dive Resort (Dive Center),Candidasa,,https://www.benthosbali.com/,,,https://www.tripadvisor.com/Hotel_Review-g609441-d4226206-Reviews-Benthos_Bali_Dive_Resort-Candidasa_Karangasem_Bali.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Bali – Pemuteran/Menjangan,Pemuteran,Operator (Scuba Charter),Sea Rovers,Pemuteran,,https://searovers.net/,,,https://www.tripadvisor.com/Attraction_Review-g297699-d1838160-Reviews-Sea_Rovers-Pemuteran_Gerokgak_Bali.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
