Country,Type,Name,Operator,Vessel,Website,Email,Business Address,Island/Region,City/Town,Embark Port,Disembark Port,Explicitly States Scuba,TripAdvisor_URL,Google_Maps_URL,TripAdvisor Rating,TripAdvisor Reviews,Google Rating,Google Reviews,Ratings_AsOf,Ratings_Source_Notes,Last Verified,Notes
Belize,Land-based,Hamanasi Dive Center (at Hamanasi Resort),,,https://www.hamanasi.com/belize-diving/,info@hamanasi.com,"Hopkins/Sittee River Road, Hopkins, Stann Creek, Belize",,Hopkins,,,Yes,https://www.tripadvisor.com/Hotel_Review-g635532-d501767-Reviews-Hamanasi_Adventure_and_Dive_Resort-Hopkins_Stann_Creek.html,https://maps.google.com/?q=Hamanasi%20Adventure%20%26%20Dive%20Resort,,,,,2025-08-19,,,Resort PADI 5-Star
Belize,Land-based,Itza Resort Dive Center,,,https://www.itzaresort.com/,info@itzaresort.com,"Long Caye, Lighthouse Reef Atoll, Belize",,Long Caye,,,Yes,https://www.tripadvisor.com/Hotel_Review-g1125384-d2084413-Reviews-Itza_Resort-Long_Caye_Lighthouse_Reef_Atoll_Belize_Cayes.html,https://maps.google.com/?q=Itza%20Resort%20Long%20Caye%20Belize,,,,,2025-08-19,,,Dive resort near Blue Hole
Belize,Land-based,Ramon’s Village Divers,,,https://ramons.com/scuba-diving/,info@ramons.com,"Coconut Drive, San Pedro, Ambergris Caye, Belize",,San Pedro,,,Yes,https://www.tripadvisor.com/Attraction_Review-g291962-d3843125-Reviews-Ramon_s_Village_Divers-San_Pedro_Ambergris_Caye_Belize_Cayes.html,https://maps.google.com/?q=Ramon%27s%20Village%20Divers%20San%20Pedro,,,,,2025-08-19,,,Resort dive shop
Belize,Land-based,Sea Sports Belize,,,https://www.seasportsbelize.com/,reservations@seasportsbelize.com,"83 North Front Street, Belize City, Belize",,Belize City,,,Yes,https://www.tripadvisor.com/Attraction_Review-g291968-d660871-Reviews-Sea_Sports_Belize-Belize_City_Belize_District.html,https://maps.google.com/?q=Sea%20Sports%20Belize%2083%20North%20Front%20Street,,,,,2025-08-19,,,PADI 5-Star IDC
Belize,Land-based,Seahorse Dive Shop,,,https://belizescuba.com/,seahorsedive@gmail.com,"Main Street, Placencia Village, Stann Creek, Belize",,Placencia,,,Yes,https://www.tripadvisor.com/Attraction_Review-g291977-d1856862-Reviews-Seahorse_Dive_Shop-Placencia_Stann_Creek.html,https://maps.google.com/?q=Seahorse%20Dive%20Shop%20Placencia,,,,,2025-08-19,,,Blue Hole & reef diving
Belize,Land-based,Seemore Adventures – Dive & Adventure Shop,,,https://seemoreadventures.com/,seemorediveshop@gmail.com,"Hopkins Village, Stann Creek, Belize",,Hopkins,,,Yes,https://www.tripadvisor.com/Attraction_Review-g635532-d8865747-Reviews-Seemore_Adventures_Dive_Adventure_Shop-Hopkins_Stann_Creek.html,https://maps.google.com/?q=Seemore%20Adventures%20Hopkins,,,,,2025-08-19,,,Locally owned; small groups
Belize,Land-based,Splash Dive Center,,,https://splashbelize.com/,DiveBelizeWithSplash@gmail.com,"Peninsula Club Marina, Placencia Village, Stann Creek, Belize",,Placencia,,,Yes,https://www.tripadvisor.com/Attraction_Review-g291977-d1832494-Reviews-Splash_Dive_Center-Placencia_Stann_Creek.html,https://maps.google.com/?q=Splash%20Dive%20Center%20Placencia,,,,,2025-08-19,,,PADI 5-Star IDC
Belize,Land-based,Turneffe Flats Dive Center,,,https://www.tflats.com/,reservations@tflats.com,"Turneffe Flats, Turneffe Atoll, Belize",,Turneffe Atoll,,,Yes,https://www.tripadvisor.com/Hotel_Review-g318227-d302262-Reviews-Turneffe_Flats-Turneffe_Island_Belize_Cayes.html,https://maps.google.com/?q=Turneffe%20Flats%20Belize,,,,,2025-08-19,,,Diving program + instruction
Belize,Land-based,Turneffe Island Resort Dive Center,,,https://www.turnefferesort.com/scuba-diving/,info@turnefferesort.com,"Turneffe Island Resort (Head Office: 440 Louisiana St., Suite 1150, Houston, TX)",,Turneffe Atoll,,,Yes,https://www.tripadvisor.com/Hotel_Review-g318227-d302261-Reviews-Turneffe_Island_Resort-Turneffe_Island_Belize_Cayes.html,https://maps.google.com/?q=Turneffe%20Island%20Resort%20Belize,,,,,2025-08-19,,,Private-island resort
Belize,Land-based,White Sands Dive Shop,,,https://www.whitesandsdiveshop.com/,frontdesk@whitesandsdiveshop.com,"6.5 Miles North, San Pedro, Ambergris Caye, Belize",,San Pedro,,,Yes,https://www.tripadvisor.com/Attraction_Review-g291962-d1367800-Reviews-White_Sands_Dive_Shop-San_Pedro_Ambergris_Caye_Belize_Cayes.html,https://maps.google.com/?q=White%20Sands%20Dive%20Shop%20San%20Pedro,,,,,2025-08-19,,,PADI 5-Star
Belize,Liveaboard,Belize Aggressor III,Aggressor Adventures,M/V Belize Aggressor III,https://www.aggressor.com/boat/BAIII,belize@aggressor.com,"Aggressor Adventures, 209 Hudson Trace, Augusta, GA 30907, USA",Turneffe Atoll • Lighthouse Reef • Half Moon Caye (incl. Blue Hole),Belize City (embark),"Fort George Hotel dock (Radisson Fort George), Belize City","Fort George Hotel dock (Radisson Fort George), Belize City",Yes,https://www.tripadvisor.com/Search?q=Belize%20Aggressor%20III%20Belize%20City,https://www.google.com/maps/search/Radisson+Fort+George+Hotel+Dock+Belize+City,,,,,2025-08-20,TripAdvisor search link added for official listing; vessel-level Google page not found.,2025-08-20,
Belize,Liveaboard,Belize Aggressor IV,Aggressor Adventures,M/V Belize Aggressor IV,https://www.aggressor.com/boat/BAIV,belize@aggressor.com,"Aggressor Adventures, 209 Hudson Trace, Augusta, GA 30907, USA",Turneffe Atoll • Lighthouse Reef • Half Moon Caye (incl. Blue Hole),Belize City (embark),"Fort George Hotel dock (Radisson Fort George), Belize City","Fort George Hotel dock (Radisson Fort George), Belize City",Yes,https://www.tripadvisor.com/Search?q=Belize%20Aggressor%20IV%20Belize%20City,https://www.google.com/maps/search/Radisson+Fort+George+Hotel+Dock+Belize+City,,,,,2025-08-20,TripAdvisor search link added for official listing; vessel-level Google page not found.,2025-08-20,
