,country,state_territory,region,city_area,shop_name,website,email,address,explicitly_states_scuba,meets_final4,source_urls,google_maps_url,google_rating,google_reviews_count,google_reviews_link,tripadvisor_rating,tripadvisor_reviews_count,tripadvisor_url,last_review_check_utc,TripAdvisor_exact
18,Italy,Lazio (Pontine Islands),Pontine Islands,Ponza,Ponza Diving Center,https://www.ponzadiving.com,info@ponzadiving.com,"Via Banchina, snc – 04027 Isola di Ponza (LT), Italy",True,True,Official site,https://www.google.com/maps/search/?api=1&query=Ponza%20Diving%20Center%20Ponza%20Lazio%20%28Pontine%20Islands%29%20Italy,,,https://www.google.com/maps/search/?api=1&query=Ponza%20Diving%20Center%20Ponza%20Lazio%20%28Pontine%20Islands%29%20Italy,,,https://www.tripadvisor.com/Search?q=Ponza%20Diving%20Center%20Ponza%20Lazio%20%28Pontine%20Islands%29%20Italy,2025-08-18T18:46:54Z,
19,Italy,Calabria,Coast of the Gods,Tropea,TropeaSub Diving Center,https://www.tropeasub.it,info@tropeasub.it,"c/o Porto di Tropea, Molo Pescatori – 89861 Tropea (VV), Italy",True,True,Official site,https://www.google.com/maps/search/?api=1&query=TropeaSub%20Diving%20Center%20Tropea%20Calabria%20Italy,,,https://www.google.com/maps/search/?api=1&query=TropeaSub%20Diving%20Center%20Tropea%20Calabria%20Italy,,,https://www.tripadvisor.com/Search?q=TropeaSub%20Diving%20Center%20Tropea%20Calabria%20Italy,2025-08-18T18:46:54Z,
20,Italy,Calabria,Costa dei Gelsomini,Marina di Gioiosa Ionica,Megale Hellas Diving Center,https://www.megalehellasdiving.com,info@megalehellasdiving.com,"Viale della Libertà, 23 – 89046 Marina di Gioiosa Ionica (RC), Italy",True,True,Official site,https://www.google.com/maps/search/?api=1&query=Megale%20Hellas%20Diving%20Center%20Marina%20di%20Gioiosa%20Ionica%20Calabria%20Italy,,,https://www.google.com/maps/search/?api=1&query=Megale%20Hellas%20Diving%20Center%20Marina%20di%20Gioiosa%20Ionica%20Calabria%20Italy,,,https://www.tripadvisor.com/Search?q=Megale%20Hellas%20Diving%20Center%20Marina%20di%20Gioiosa%20Ionica%20Calabria%20Italy,2025-08-18T18:46:54Z,
21,Italy,Puglia (Apulia),Isole Tremiti,San Domino (FG),Marlin Tremiti (San Domino),https://www.marlintremiti.com,info@marlintremiti.com,"Via A. Vespucci, snc – 71040 Isole Tremiti (FG), Italy",True,True,Official site; MPA,https://www.google.com/maps/search/?api=1&query=Marlin%20Tremiti%20%28San%20Domino%29%20San%20Domino%20%28FG%29%20Puglia%20%28Apulia%29%20Italy,,,https://www.google.com/maps/search/?api=1&query=Marlin%20Tremiti%20%28San%20Domino%29%20San%20Domino%20%28FG%29%20Puglia%20%28Apulia%29%20Italy,,,https://www.tripadvisor.it/Attraction_Review-g1413090-d4421026-Reviews-Marlin_Tremiti-San_Domino_Tremiti_Islands_Province_of_Foggia_Puglia.html,2025-08-18T18:46:54Z,TRUE
22,Italy,Puglia (Apulia),Salento — Capo di Leuca,Santa Maria di Leuca (LE),Salento Diving,https://www.salentodiving.it,info@salentodiving.it,"Porto Turistico di Santa Maria di Leuca, Molo A – 73040 Castrignano del Capo (LE), Italy",True,True,Official site,https://www.google.com/maps/search/?api=1&query=Salento%20Diving%20Santa%20Maria%20di%20Leuca%20%28LE%29%20Puglia%20%28Apulia%29%20Italy,,,https://www.google.com/maps/search/?api=1&query=Salento%20Diving%20Santa%20Maria%20di%20Leuca%20%28LE%29%20Puglia%20%28Apulia%29%20Italy,,,https://www.tripadvisor.com/Search?q=Salento%20Diving%20Santa%20Maria%20di%20Leuca%20%28LE%29%20Puglia%20%28Apulia%29%20Italy,2025-08-18T18:46:54Z,
23,Italy,Molise,Adriatic Coast,Termoli (CB),FRANMarine,https://www.franmarine-termoli.it,info@franmarine-termoli.it,"Via del Porto, 2 – 86039 Termoli (CB), Italy",True,True,Official site,https://www.google.com/maps/search/?api=1&query=FRANMarine%20Termoli%20%28CB%29%20Molise%20Italy,,,https://www.google.com/maps/search/?api=1&query=FRANMarine%20Termoli%20%28CB%29%20Molise%20Italy,,,https://www.tripadvisor.com/Search?q=FRANMarine%20Termoli%20%28CB%29%20Molise%20Italy,2025-08-18T18:46:54Z,
24,Italy,Abruzzo,Pescara Area,Montesilvano (PE),Acquatica Scuba ASD (Pescara),https://www.acquaticascuba.it,info@acquaticascuba.it,"Via Torrente Piomba, 1 – 65015 Montesilvano (PE), Italy",True,True,Official site,https://www.google.com/maps/search/?api=1&query=Acquatica%20Scuba%20ASD%20%28Pescara%29%20Montesilvano%20%28PE%29%20Abruzzo%20Italy,,,https://www.google.com/maps/search/?api=1&query=Acquatica%20Scuba%20ASD%20%28Pescara%29%20Montesilvano%20%28PE%29%20Abruzzo%20Italy,,,https://www.tripadvisor.it/Attraction_Review-g187770-d2718451-Reviews-Acquatica_Scuba_ASD-Pescara_Province_of_Pescara_Abruzzo.html,2025-08-18T18:46:54Z,TRUE
25,Italy,Marche,Riviera del Conero,Numana (AN),Centro Sub Monte Conero (Numana),https://www.centrosubmonteconero.com,info@centrosubmonteconero.com,"Via del Porto, 48 – 60026 Numana (AN), Italy",True,True,Official site,https://www.google.com/maps/search/?api=1&query=Centro%20Sub%20Monte%20Conero%20%28Numana%29%20Numana%20%28AN%29%20Marche%20Italy,,,https://www.google.com/maps/search/?api=1&query=Centro%20Sub%20Monte%20Conero%20%28Numana%29%20Numana%20%28AN%29%20Marche%20Italy,,,https://www.tripadvisor.it/Attraction_Review-g194838-d4459685-Reviews-Centro_Sub_Monte_Conero-Numana_Province_of_Ancona_Marche.html,2025-08-18T18:46:54Z,TRUE
26,Italy,Emilia-Romagna,Rimini Coast,Rimini (RN),Dive Planet Rimini,https://diveplanet.org,info@diveplanet.org,"Viale Ortigara, 59 – 47900 Rimini (RN), Italy",True,True,Official site,https://www.google.com/maps/search/?api=1&query=Dive%20Planet%20Rimini%20Rimini%20%28RN%29%20Emilia-Romagna%20Italy,,,https://www.google.com/maps/search/?api=1&query=Dive%20Planet%20Rimini%20Rimini%20%28RN%29%20Emilia-Romagna%20Italy,,,https://www.tripadvisor.it/Attraction_Review-g187807-d3208771-Reviews-Dive_Planet_Rimini-Rimini_Province_of_Rimini_Emilia_Romagna.html,2025-08-18T18:46:54Z,TRUE
27,Italy,Veneto (Venezia),Northern Lagoon,Cavallino-Treporti / Venice,Venice Diving (PADI IDC 5* Resort),https://www.venicediving.com,info@venicediving.com,"Camping Marina di Venezia & Camping Mediterraneo, 30013 Cavallino-Treporti (VE), Italy",True,True,Official site,https://www.google.com/maps/search/?api=1&query=Venice%20Diving%20%28PADI%20IDC%205%2A%20Resort%29%20Cavallino-Treporti%20/%20Venice%20Veneto%20%28Venezia%29%20Italy,,,https://www.google.com/maps/search/?api=1&query=Venice%20Diving%20%28PADI%20IDC%205%2A%20Resort%29%20Cavallino-Treporti%20/%20Venice%20Veneto%20%28Venezia%29%20Italy,,,https://www.tripadvisor.com/Search?q=Venice%20Diving%20%28PADI%20IDC%205%2A%20Resort%29%20Cavallino-Treporti%20/%20Venice%20Veneto%20%28Venezia%29%20Italy,2025-08-18T18:46:54Z,
28,Italy,Friuli-Venezia Giulia,Trieste Gulf,Sistiana / Duino-Aurisina (TS),Sistiana Diving (Duino-Aurisina),https://www.sistianadiving.com,info@sistianadiving.com,"Località Sistiana, 1 – 34011 Duino-Aurisina (TS), Italy",True,True,Official site,https://www.google.com/maps/search/?api=1&query=Sistiana%20Diving%20%28Duino-Aurisina%29%20Sistiana%20/%20Duino-Aurisina%20%28TS%29%20Friuli-Venezia%20Giulia%20Italy,,,https://www.google.com/maps/search/?api=1&query=Sistiana%20Diving%20%28Duino-Aurisina%29%20Sistiana%20/%20Duino-Aurisina%20%28TS%29%20Friuli-Venezia%20Giulia%20Italy,,,https://www.tripadvisor.ca/ShowUserReviews-g2299476-d10358137-r691696529-Sistiana_Diving-Duino_Aurisina_Province_of_Trieste_Friuli_Venezia_Giulia.html,2025-08-18T18:46:54Z,TRUE
